ein,organization_name,dba_name,entity_type, total_participants ,plan_count,mail_us_address1,mail_us_address2,mail_us_city,mail_us_state,mail_us_zip,phone_num,web site domain,Chief Executive Officer/CEO,Chief Financial Officer/CFO,President,Vice President/VP ,Secretary Treasurer,Treasurer,Executive Vice President,Executive Director,Director of Finance,Chief Counsel,Deputy Chief Counsel,Preisent & CEO,email domain
361892420,AMALGAMATED SOCIAL BENEFITS ASSOCIATION,,Taft-Hartley Trust,"3,950",1,333 SOUTH ASHLAND AVENUE,,CHICAGO,IL,60607,3127386150,,,,,,,,,,,,,,
530197038,PENTAGON FEDERAL CREDIT UNION,,Taft-Hartley Trust,"3,944",1,7940 JONES BRANCH DRIVE,,MCLEAN,VA,22102,7038381309,,,,,,,,,,,,,,
364250648,TRUSTEES OF AREA TEAMSTERS INSURANCE BENEFIT PLAN,,Taft-Hartley Trust,"3,942",1,7827 OGDEN AVENUE,,LYONS,IL,60534,7087771081,,,,,,,,,,,,,,
50367950,"BOARD OF TRUSTEES, TEAMSTERS LOCAL 251 HEALTH",SERVICES AND INSURANCE PLAN,Taft-Hartley Trust,"3,936",1,1201 ELMWOOD AVENUE,,PROVIDENCE,RI,29073,4014673323,,,,,,,,,,,,,,
116244552,BOARD OF TRUSTEES LOCAL 282,WELFARE TRUST FUND,Taft-Hartley Trust,"3,913",1,2500 MARCUS AVENUE,,LAKE SUCCESS,NY,11042,5164882822,,,,,,,,,,,,,,
226487222,IBEW LOCAL NO 102 WELFARE FUND,BOARD OF TRUSTEES,Taft-Hartley Trust,"3,907",1,50 PARSIPPANY ROAD,,PARSIPPANY,NJ,7054,9738871718,,,,,,,,,,,,,,
396048358,MILWAUKEE DRIVERS HEALTH & WELFARE,,Taft-Hartley Trust,"3,906",1,10020 W GREENFIELD AVE,,MILWAUKEE,WI,53214,4142582336,,,,,,,,,,,,,,
356028684,TRUSTEES SHEET METAL WORKERS LOCAL UNION NO 20 WELFARE & BENEFIT FUND,,Taft-Hartley Trust,"3,843",1,2828 EAST 45TH STREET,,INDIANAPOLIS,IN,46205,3175496005,,,,,,,,,,,,,,
410905139,TRUSTEES MINNEAPOLIS RETAIL MEAT CUTTERS & FOOD HANDLERS HEALTH & WELF,,Taft-Hartley Trust,"3,810",1,"3001 METRO DRIVE, SUITE 500",,BLOOMINGTON,MN,55425,9528540795,,,,,,,,,,,,,,
133156507,IRON WORKERS LOCALS 40 & 361 TOPPING OUT FUND,,Taft-Hartley Trust,"3,801",1,451 PARK AVE SOUTH,,NEW YORK,NY,10016,2126841586,,,,,,,,,,,,,,
410855601,"BOARD OF TRUSTEES, TEAMSTERS JOINT COUNCIL 32 -",EMPLOYERS HEALTH AND WELFARE FUND,Taft-Hartley Trust,"3,792",1,3001 METRO DR STE 500,,BLOOMINGTON,MN,55425,9528540795,,,,,,,,,,,,,,
135626340,LOCAL 342 HEALTH CARE FUND AND RETAIL,FOOD STORE EMPLOYEES UNION,Taft-Hartley Trust,"3,786",1,166 E JERICHO TPKE,,MINEOLA,NY,11501,5167475980,,,,,,,,,,,,,,
826483792,CANTON REGIONAL CHAMBER HEALTH FUND,,Taft-Hartley Trust,"3,775",1,222 MARKET AVE. NORTH,,CANTON,OH,44702,3304567253,,,,,,,,,,,,,,
550451207,WEST VIRGINIA LABORERS' TRUST FUND,,Taft-Hartley Trust,"3,775",1,"ONE UNION SQUARE, SUITE 200",,CHARLESTON,WV,25302,3043425142,,,,,,,,,,,,,,
926001972,JOINT BOARD OF TRUSTEES ALASKA ELECTRICAL HEALTH AND WELFARE FUND,,Taft-Hartley Trust,"3,773",1,701 E TUDOR ST SUITE 200,,ANCHORAGE,AK,99503,9072761246,,,,,,,,,,,,,,
131912506,BOARD OF TRUSTEES OF U.S.W.U. LOCAL 74 WELFARE FUND,,Taft-Hartley Trust,"3,772",1,"36-36 33RD STREET, SUITE 202",,LONG ISLAND CITY,NY,11106,7187297400,,,,,,,,,,,,,,
382106878,TRUSTEES OF MICHIGAN ELECTRICAL EMPLOYEES' HEALTH PLAN,,Taft-Hartley Trust,"3,742",1,6525 CENTURION DRIVE,,LANSING,MI,48917,5173217502,,,,,,,,,,,,,,
251523430,SEIU HEALTHCARE PA HEALTH AND WELFARE FUND,,Taft-Hartley Trust,"3,682",1,"6345 FLANK DRIVE, SUITE 400",,HARRISBURG,PA,17112,7176528040,,,,,,,,,,,,,,
946171641,BOARD OF TRUSTEES OF STATIONARY ENGINEERS LOCAL 39,,Taft-Hartley Trust,"3,670",1,"7180 KOLL CENTER PARKWAY, SUITE 200",,PLEASANTON,CA,94566,9252089999,,,,,,,,,,,,,,
942917251,RIDEOUT MEMORIAL HOSPITAL,DBA ADVENTIST HEALTH AND RIDEOUT,Taft-Hartley Trust,"3,664",2,970 PLUMAS STREET,,YUBA CITY,CA,95991,5307494545,,,,,,,,,,,,,,
951708883,"BOARD OF TRUSTEES, SAN DIEGO UNITE - HERE HEALTH FUND",,Taft-Hartley Trust,"3,661",1,3737 CAMINO DEL RIO S STE 300,,SAN DIEGO,CA,92108,6198491060,,,,,,,,,,,,,,
236449794,UFCW UNION & PARTICIPATING FOOD IN EMPLOYERS TRI-STATE HEALTH-WELFARE,,Taft-Hartley Trust,"3,659",1,27 ROLAND AVENUE,,MT. LAUREL,NJ,8054,8567932500,,,,,,,,,,,,,,
996014749,BOARD OF TRUSTEES OF THE HAWAII LABORERS HEALTH AND WELFARE TRUST FUND,,Taft-Hartley Trust,"3,629",1,1440 KAPIOLANI BLVD SUITE 800,,HONOLULU,HI,96814,8084418600,,,,,,,,,,,,,,
886002904,ELECTRICAL WORKERS HEALTH AND WELFARE PLAN BOARD OF TRUSTEES,,Taft-Hartley Trust,"3,616",1,8311 W SUNSET RD STE 250,,LAS VEGAS,NV,89113,7024152180,,,,,,,,,,,,,,
132980858,BOARD OF TRUSTEES L338 HEALTH AND WELFARE FUND,,Taft-Hartley Trust,"3,582",1,1505 KELLUM PLACE,,MINEOLA,NY,11501,5162941338,,,,,,,,,,,,,,
824121530,CREDIT UNION CONSORTIUM,,Taft-Hartley Trust,"3,580",1,2900 N. OAKWOOD AVENUE,SUITE 2700,MUNCIE,IN,47304,7652545209,,,,,,,,,,,,,,
60662089,BOARD OF TRUSTEES IUOE LOCAL 478 HEALTH BENEFITS FUND,,Taft-Hartley Trust,"3,573",1,1965 DIXWELL AVENUE,,HAMDEN,CT,65142,2032889261,,,,,,,,,,,,,,
521466749,SHEET METAL WORKERS NATIONAL HEALTH FUND,,Taft-Hartley Trust,"3,565",1,P. O. BOX 1449,,GOODLETTSVILLE,TN,37070,6158590131,,,,,,,,,,,,,,
592031804,BOARD OF TRUSTEES OF THE SOUTH FLORIDA HOTEL & CULINARY EMPLOYEES WELF,,Taft-Hartley Trust,"3,565",1,2010 NW 150TH AVENUE,SUITE 100,PEMBROKE PINES,FL,33028,9542666322,,,,,,,,,,,,,,
946073020,BOARD OF TRUSTEES OF EAST BAY DRAYAGE DRIVERS SECURITY FUND,,Taft-Hartley Trust,"3,561",1,"3313 VINCENT ROAD, SUITE 216",,PLEASANT HILL,CA,94523,2099405100,,,,,,,,,,,,,,
200400732,BOARD OF TRUSTEES OF CENTRAL TEXAS HEALTH AND BENEFIT FUND,,Taft-Hartley Trust,"3,557",1,2300 BUENA VISTA SE,STE 127,ALBUQUERQUE,NM,87106,5053593770,,,,,,,,,,,,,,
416023675,"TRUSTEES MISC DRIVERS & HELPERS #638 HEALTH, WELFARE, EYE & DENTAL PLA",,Taft-Hartley Trust,"3,549",1,"3001 METRO DRIVE, SUITE 500",,BLOOMINGTON,MN,55425,9528540795,,,,,,,,,,,,,,
46040880,IUOE LOCAL 4 HEALTH & WELFARE PLAN,HEALTH & WELFARE PLAN,Taft-Hartley Trust,"3,545",1,16 TROTTER DRIVE,,MEDWAY,MA,2053,5085331400,,,,,,,,,,,,,,
135521921,"LAUNDRY, DRY CLEANING WORKERS & ALIIED INDUSTRIES HEALTH FUND, WORKERS",,Taft-Hartley Trust,"3,540",1,333 WESTCHESTER AVENUE,,WHITE PLAINS,NY,10604,9143675000,,,,,,,,,,,,,,
256036558,BOILERMAKERS LODGE NO. 154 WELFARE FUND,,Taft-Hartley Trust,"3,534",1,"PARK WEST ONE, SUITE 101",1000 CLIFF MINE ROAD,PITTSBURGH,PA,15275,4125455888,,,,,,,,,,,,,,
237122650,"BOARD OF TRUSTEES, SERVICE EMPLOYEES HEALTH & WELFARE TRUST",,Taft-Hartley Trust,"3,532",1,2323 EASTLAKE AVE E,,SEATTLE,WA,98102,2063294900,,,,,,,,,,,,,,
367485085,TRUSTEES OF MIDDLETOWN WORKS HOURLY & SALARIED UNION RETIREES HEALTH C,,Taft-Hartley Trust,"3,528",1,1201 CRAWFORD STREET,,MIDDLETOWN,OH,45044,8773929991,,,,,,,,,,,,,,
132828665,LOCAL 670 WELFARE FUND JOINT BOARD OF TRUSTEES,,Taft-Hartley Trust,"3,498",1,299 BROADWAY,,NEW YORK,NY,10007,2122678650,,,,,,,,,,,,,,
250965600,THE WASHINGTON HOSPITAL,,Taft-Hartley Trust,"3,486",2,155 WILSON AVENUE,,WASHINGTON,PA,15301,7242233559,,,,,,,,,,,,,,
550455491,I.U.O.E. LOCAL #132 H & W FUND,,Taft-Hartley Trust,"3,478",1,P. O. BOX 2626,,HUNTINGTON,WV,25726,3045250482,,,,,,,,,,,,,,
630013048,AUTOMOTIVE AFTERMARKET ASSOCIATION SOUTHEAST,,Taft-Hartley Trust,"3,474",1,11245 CHANTILLY PARKWAY COURT,,MONTGOMERY,AL,36117,3348341848,,,,,,,,,,,,,,
135590515,"BOARD OF TRUSTEES, MEBA MEDICAL AND BENEFITS PLAN",,Taft-Hartley Trust,"3,469",1,1007 EASTERN AVENUE,,BALTIMORE,MD,21202,4105479111,,,,,,,,,,,,,,
956035916,SAN DIEGO ELECTRICAL HEALTH AND WELFARE WELFARE PLAN,,Taft-Hartley Trust,"3,465",1,P.O. BOX 231219,,SAN DIEGO,CA,92194,8585696322,,,,,,,,,,,,,,
231324693,SHEET METAL WORKERS HEALTH FUND OF LOCAL UNION NO19,,Taft-Hartley Trust,"3,456",1,1301 S COLUMBUS BLVD. 1ST FLOOR,,PHILADELPHIA,PA,19147,2159521990,,,,,,,,,,,,,,
237080551,BOARD OF TRUSTEES IBEW LOCAL 17 HEALTH AND WELFARE FUND,,Taft-Hartley Trust,"3,442",1,700 TOWER DRIVE STE 300,,TROY,MI,48099,2488139800,,,,,,,,,,,,,,
946401540,BOARD OF TRUSTEES IBEW LOCAL 332 HEALTH AND WELFARE TRUST FUND,TRUST FUND,Taft-Hartley Trust,"3,441",1,6800 SANTA TERESA BLVD SUITE 100,,SAN JOSE,CA,95119,4082884400,,,,,,,,,,,,,,
236487259,"BD OF TEES OF SEIU LOCAL 32BJ, DIS 36 BOLR WELFARE TRUST FUND",,Taft-Hartley Trust,"3,432",1,"1515 MARKET STREET, SUITE 1020",,PHILADELPHIA,PA,19102,2155683262,,,,,,,,,,,,,,
221537766,JOINT WELFARE FUND LOCAL UNION 164 IBEW,,Taft-Hartley Trust,"3,430",1,425 EAGLE ROCK AVENUE,,ROSELAND,NJ,70681,9732284200,,,,,,,,,,,,,,
912036994,IUPAT DISTRICT COUNCIL NO. 21 WELFARE FUND,,Taft-Hartley Trust,"3,423",1,2980 SOUTHAMPTON ROAD,,PHILADELPHIA,PA,19154,2159345130,,,,,,,,,,,,,,
411365924,TRUSTEES ST. PAUL ELECTRICAL WORKERS HEALTH PLAN,,Taft-Hartley Trust,"3,415",1,1330 CONWAY STREET,SUITE 130,ST. PAUL,MN,55106,6517764239,,,,,,,,,,,,,,
440569165,IBEW-124 HEALTH & WELFARE FUND,,Taft-Hartley Trust,"3,410",1,305 E. 103RD TERRACE,,KANSAS CITY,MO,64114,8169430277,,,,,,,,,,,,,,
351063466,PIPE TRADES INDUSTRY HEALTH AND,,Taft-Hartley Trust,"3,406",1,PO BOX 3040,,TERRE HAUTE,IN,47803,8128772581,,,,,,,,,,,,,,
856010752,SOUTHWEST MULTICRAFT,,Taft-Hartley Trust,"3,388",1,2300 BUENA VISTA SE,SUITE 127,ALBUQUERQUE,NM,87106,5052658422,,,,,,,,,,,,,,
156025162,IBEW LOCAL 1249 INSURANCE FUND,,Taft-Hartley Trust,"3,372",1,8531 BREWERTON ROAD,SUITE 2,CICERO,NY,13039,3156568390,,,,,,,,,,,,,,
316064918,OHIO BRICKLAYERS HEALTH AND WELFARE PLAN,,Taft-Hartley Trust,"3,368",2,700 TOWER DRIVE,SUITE 300,TROY,MI,48098,2488139800,,,,,,,,,,,,,,
751669421,BOARD OF TRUSTEES TEXAS PIPE TRADES HEALTH BENEFIT PLAN,,Taft-Hartley Trust,"3,367",1,"2425 N. CENTRAL EXPWY, SUITE 120",,RICHARDSON,TX,75080,4694236100,,,,,,,,,,,,,,
956035137,PRINTING SPECIALTIES AND PAPER PRODUCTS JOINT EMPLOYER AND UNION H&W F,,Taft-Hartley Trust,"3,365",1,2323 EASTLAKE AVENUE EAST,,SEATTLE,WA,98102,2067263251,,,,,,,,,,,,,,
136211854,BOARD OF TRUSTEES OF METAL TRADES BRANCH LOCAL 638 HOSPITAL & WELFARE,FUND,Taft-Hartley Trust,"3,350",1,"27-08 40TH AVENUE, 2ND FLOOR",,LONG ISLAND CITY,NY,11101,2124658888,,,,,,,,,,,,,,
135608135,"UNITED WIRE, METAL & MACHINE HEALTH & WELFARE FUND",,Taft-Hartley Trust,"3,327",1,24-09 38TH AVENUE,,LONG ISLAND CITY,NY,11101,2126914100,,,,,,,,,,,,,,
901259351,JOINT TRUST COMMITTEE OF THE MCA,,Taft-Hartley Trust,"3,311",1,PO BOX 8726,,HOUSTON,TX,77249,7138692592,,,,,,,,,,,,,,
956049026,BOARD OF TRUSTEES OF OPERATING ENGINEERS,,Taft-Hartley Trust,"3,299",1,P.O. BOX 990,,WEST COVINA,CA,91793,6266461079,,,,,,,,,,,,,,
943183274,BOARD OF TRUSTEES OF NORTHERN CALIFORNIA PIPE TRADES HEALTH & WELFARE,,Taft-Hartley Trust,"3,272",1,"935 DETROIT AVENUE, SUITE 242A",,CONCORD,CA,94518,9253568921,,,,,,,,,,,,,,
416023461,BOARD OF TRUSTEES OF THE MINNESOTA NORTH DAKOTA BRICKLAYERS AND ALLIED,,Taft-Hartley Trust,"3,266",1,"2520 PILOT KNOB ROAD, SUITE 325",,MENDOTA HEIGHTS,MN,55120,6512561801,,,,,,,,,,,,,,
611617397,NYSNA RETIREE HEALTH FUND,,Taft-Hartley Trust,"3,262",1,131 W. 33RD STREET,,NEW YORK,NY,10001,2127850157,,,,,,,,,,,,,,
237003337,"INTL UNION OF OPERATING ENGRS LOCAL UNIONS 181, 320 WELFARE TRUST FUND",,Taft-Hartley Trust,"3,261",1,700 N ELM ST,,HENDERSON,KY,42420,2708266750,,,,,,,,,,,,,,
810673845,UNITED LAUNCH ALLIANCE,,Taft-Hartley Trust,"3,257",1,9501 E PANORAMA CIR,,CENTENNIAL,CO,80112,7209227100,,,,,,,,,,,,,,
936031208,BOARD OF TRUSTEES OF OREGON PROCESSORS EMPLOYEES TRUST,,Taft-Hartley Trust,"3,240",1,PO BOX 4148,,PORTLAND,OR,97208,5032825581,,,,,,,,,,,,,,
421572846,LOCAL 4911 V.E.B.A.,,Taft-Hartley Trust,"3,238",1,26301 CURTISS-WRIGHT PARKWAY,,RICHMOND HEIGHTS,OH,44143,2162618414,,,,,,,,,,,,,,
540848799,LOCAL 666 BENEFIT TRUST FUND,,Taft-Hartley Trust,"3,222",1,P. O. BOX 1449,,GOODLETTSVILLE,TN,37070,6158590131,,,,,,,,,,,,,,
420946060,IOWA LABORERS HEALTH AND WELFARE FUND,,Taft-Hartley Trust,"3,219",1,"3400 E. EUCLID AVENUE, SUITE B",,DES MOINES,IA,50317,5152706963,,,,,,,,,,,,,,
363104688,UNION TANK CAR COMPANY,,Taft-Hartley Trust,"3,211",1,175 WEST JACKSON BLVD.,21ST FLOOR,CHICAGO,IL,60602,3124315064,,,,,,,,,,,,,,
208431466,ELECTRICAL WORKERS' VEBA TRUST,,Taft-Hartley Trust,"3,210",1,PO BOX 5433,,SPOKANE,WA,99205,5095340600,,,,,,,,,,,,,,
330581737,FALLBROOK FIREFIGHTERS ASSOCIATION,,Taft-Hartley Trust,"3,207",1,P.O. BOX 553,,FALLBROOK,CA,92088,7607232005,,,,,,,,,,,,,,
996009135,BOARD OF TRUSTEES OF HAWAII TEAMSTERS HEALTH & WELFARE PLAN,,Taft-Hartley Trust,"3,204",1,"560 N NIMITZ HIGHWAY, STE 209",,HONOLULU,HI,96817,8085230199,,,,,,,,,,,,,,
261851652,UAW RETIREES OF THE DANA CORP. HEALTH AND WELFARE TRUST COMMITTEE,,Taft-Hartley Trust,"3,203",1,1423 EAST TWELVE MILE RD.,SUITE 1200,MADISON HEIGHTS,MI,48071,2488139800,,,,,,,,,,,,,,
135622663,"IRON WORKERS LOCAL 40, 361 & 417 HEALTH FUND",,Taft-Hartley Trust,"3,198",1,451 PARK AVE SOUTH,,NEW YORK,NY,10016,2126841586,,,,,,,,,,,,,,
261936417,TRUSTEES OF THE BOILERMAKERS GREAT LAKES LAKES REGION RETIREE WELFARE,,Taft-Hartley Trust,"3,178",1,6525 CENTURIAN,,LANSING,MI,48917,5173217502,,,,,,,,,,,,,,
540489826,BOARD OF TRUSTEES OF THE HRSA-ILA WELFARE FUND,,Taft-Hartley Trust,"3,173",1,1355 INTERNATIONAL TERMINAL BLVD.,,NORFOLK,VA,23505,7574577090,,,,,,,,,,,,,,
610605310,ELECTRICAL WORKERS LOCAL 369 BENEFIT FUND,,Taft-Hartley Trust,"3,153",1,906 MINOMA AVENUE,,LOUISVILLE,KY,40217,5026352611,,,,,,,,,,,,,,
946186170,ROBERT F KENNEDY FARM WORKERS,,Taft-Hartley Trust,"3,136",1,P O BOX 47,,KEENE,CA,93531,6618236905,,,,,,,,,,,,,,
936024141,"BOARD OF TRUSTEES, OREGON LABORERS - EMPLOYERS",,Taft-Hartley Trust,"3,130",1,PO BOX 4148,,PORTLAND,OR,97208,5032825581,,,,,,,,,,,,,,
135549593,BOARD OF TRUSTEES OF UNITED TEAMSTER FUND,,Taft-Hartley Trust,"3,129",1,2137 UTICA AVENUE,,BROOKLYN,NY,11234,7188591624,,,,,,,,,,,,,,
471237848,BOARD OF TRUSTEES FOR TEAMSTERS SECURITY FUND FOR SO. NV - HOTEL & CAS,,Taft-Hartley Trust,"3,119",1,"2250 SOUTH RANCHO DRIVE, SUITE 295",,LAS VEGAS,NV,89102,7027348601,,,,,,,,,,,,,,
951731374,"BOARD OF TRUSTEES, SOUTHERN CALIFORNIA PAINTING &",DRYWALL INDUSTRIES HEALTH AND,Taft-Hartley Trust,"3,112",1,4399 SANTA ANITA AVE STE 150,,EL MONTE,CA,91731,6262793020,,,,,,,,,,,,,,
273644999,BOARD OF TRUSTEES OF THE IBEW VEBA HEALTH SAVINGS TRUST,C/O IBEW,Taft-Hartley Trust,"3,111",1,N56W13777 SILVER SPRING DR,,MENOMONEE FALLS,WI,53051,2622522552,,,,,,,,,,,,,,
910590441,"BOARD OF TRUSTEES, UNITEHERE NORTHWEST HEALTH TRUST FUND",,Taft-Hartley Trust,"3,106",1,2323 EASTLAKE AVENUE EAST,,SEATTLE,WA,98102,2063294900,,,,,,,,,,,,,,
916049498,UNITED FOOD AND COMMERCIAL WORKERS WELFARE TRUST,,Taft-Hartley Trust,"3,100",1,1322 NORTH POST,,SPOKANE,WA,99201,5095340600,,,,,,,,,,,,,,
876122720,"BOARD OF TRUSTEES, UTAH-IDAHO TEAMSTERS SECURITY FUND",,Taft-Hartley Trust,"3,096",1,2550 W UNION HILLS DR STE 290,,PHOENIX,AZ,85027,6022493582,,,,,,,,,,,,,,
371861595,9W HALO OPCO L.P.,ANGELICA,Taft-Hartley Trust,"3,093",1,1901 S. MEYERS RD,SUITE 630,OAKBROOK TERRACE,IL,60181,6788234100,,,,,,,,,,,,,,
540505888,COLONIAL WILLIAMSBURG FOUNDATION,,Taft-Hartley Trust,"3,093",1,PO BOX 1776,,WILLIAMSBURG,VA,23187,7572291000,,,,,,,,,,,,,,
136174166,BOARD OF TRUSTEES OF WELFARE FUND OF LOCAL NO. ONE I A T S E,,Taft-Hartley Trust,"3,091",1,320 WEST 46TH STREET,,NEW YORK,NY,10036,2122475225,,,,,,,,,,,,,,
60689974,IBT LOCAL 191 HEALTH SERVICE & INSURANCE PLAN,,Taft-Hartley Trust,"3,076",1,1139 FAIRFIELD AVENUE,,BRIDGEPORT,CT,6605,2033665849,,,,,,,,,,,,,,
60942913,BOARD OF TRUSTEES LOCAL 443 HEALTH SERVICE & INSURANCE PLAN,,Taft-Hartley Trust,"3,075",1,PO BOX 1710,,NEW HAVEN,CT,6507,2036249817,,,,,,,,,,,,,,
746075997,TRUSTEES OF TEXAS CARPENTERS AND MILLWRIGHTS HEALTH AND WELFARE FUND,,Taft-Hartley Trust,"3,075",1,"1300 S MERIDIAN, SUITE 125",,OKLAHOMA CITY,OK,73108,4056822323,,,,,,,,,,,,,,
432067325,SOUTHERN OPERATORS HEALTH FUND BOARD OF TRUSTEES,,Taft-Hartley Trust,"3,070",1,P.O. BOX 1449,,GOODLETTSVILLE,TN,37070,6158590131,,,,,,,,,,,,,,
811529180,UNITED FOOD AND COMMERCIAL WORKERS INT'L UNION,,Taft-Hartley Trust,"3,062",1,"1775 K STREET, NW",,WASHINGTON,DC,20006,2022233111,,,,,,,,,,,,,,
526072849,BD TEES H&W TRUST FD FOR IUOE L 99&99A,,Taft-Hartley Trust,"3,033",1,"3615 NORTH POINT BLVD, SUITE C",,BALTIMORE,MD,21222,4102549595,,,,,,,,,,,,,,
456488442,UAW RETIREES OF MACK TRUCKS HEALTH BENEFIT FUND,,Taft-Hartley Trust,"3,033",1,1423 EAST TWELVE MILE ROAD,SUITE 1200,MADISON HEIGHTS,MI,48071,2486580800,,,,,,,,,,,,,,
133075750,DISTRICT COUNCIL 37 CULTURAL INSTITUTE HEALTH & SECURITY PLAN TRUST,,Taft-Hartley Trust,"3,029",1,125 BARCLAY STREET,,NEW YORK,NY,10007,2128151305,,,,,,,,,,,,,,
256032106,WESTERN PENNSYLVANIA ELECTRICAL EMPLOYEES INSURANCE TRUST FUND,,Taft-Hartley Trust,"3,028",1,"5 HOT METAL STREET, SUITE 200",,PITTSBURGH,PA,15203,4124321155,,,,,,,,,,,,,,
526177115,MD ELECTRICAL INDUSTRY HEALTH FUND,,Taft-Hartley Trust,"3,003",1,"9411 PHILADELPHIA ROAD, SUITE S",SUITE S,BALTIMORE,MD,21237,4104443750,,,,,,,,,,,,,,
870172956,MOUNTAIN AMERICA FEDERAL CREDIT UNION,,Taft-Hartley Trust,"2,994",1,9800 S. MONROE STREET,,SANDY,UT,84070,8013256546,,,,,,,,,,,,,,
136178513,LOCAL 580 - INSURANCE FUND,,Taft-Hartley Trust,"2,979",1,501 WEST 42ND STREET,,NEW YORK,NY,10036,2126955206,,,,,,,,,,,,,,
131699839,"BOARD OF TRUSTEES, 32BJ NORTH HEALTH FUND",,Taft-Hartley Trust,"2,976",1,25 WEST 18TH STREET,,NEW YORK,NY,10011,2125392778,,,,,,,,,,,,,,
221478216,LOCAL NO. 863 WELFARE PLAN,,Taft-Hartley Trust,"2,959",1,209 SUMMIT ROAD,,MOUNTAINSIDE,NJ,7092,9086546990,,,,,,,,,,,,,,
60944011,BOARD OF TRUSTEES TEAMSTERS LOCAL 677 HEALTH SERVICE & INSURANCE PLAN,,Taft-Hartley Trust,"2,953",1,1871 BALDWIN STREET,,WATERBURY,CT,67062,2037552906,,,,,,,,,,,,,,
42683316,DIGITAL FEDERAL CREDIT UNION,,Taft-Hartley Trust,"2,946",2,220 DONALD LYNCH BLVD,,MARLBOROUGH,MA,1752,8003288797,,,,,,,,,,,,,,
136100908,BRD OF TR OF THE EMPL SEC FD OF THE ELEC PROD IND-HEALTH & WELFARE PL,,Taft-Hartley Trust,"2,942",1,158-11 HARRY VAN ARSDALE JR. AVENUE,,FLUSHING,NY,11365,7185912000,,,,,,,,,,,,,,
260655485,JOINT BOARD OF TRUSTEES,,Taft-Hartley Trust,"2,938",1,1200 EAST MICHIGAN AVENUE,SUITE 235,LANSING,MI,48912,5173645858,,,,,,,,,,,,,,
870216202,AMERICA FIRST CREDIT UNION,,Taft-Hartley Trust,"2,933",1,1344 W 4675 S,,OGDEN,UT,84405,8018278651,,,,,,,,,,,,,,
630334002,BOARD OF TRUSTEES SOUTHEASTERN IRONWORKER HEALTH CARE PLAN,,Taft-Hartley Trust,"2,926",1,P.O. BOX 1449,,GOODLETTSVILLE,TN,37070,6158590131,,,,,,,,,,,,,,
510245220,TRUSTEES CHICAGO PAINTERS AND DECORATORS WELFARE FUND,,Taft-Hartley Trust,"2,909",1,"18861 90TH AVENUE, SUITE A",,MOKENA,IL,60448,6309605572,,,,,,,,,,,,,,
237082348,C & O EMPLOYEES HOSPITAL ASSOCIATION,,Taft-Hartley Trust,"2,907",1,"511 MAIN STREET, SECOND FLOOR",,CLIFTON FORGE,VA,24422,5408625728,,,,,,,,,,,,,,
351638874,WISCONSIN SHEET METAL WORKERS,,Taft-Hartley Trust,"2,906",1,2201 SPRINGDALE ROAD,,WAUKESHA,WI,53186,2627981838,,,,,,,,,,,,,,
916028565,BOARD OF TRUSTEES - ALASKA LABORERS HEALTH AND SECURITY PLAN,,Taft-Hartley Trust,"2,904",1,P O BOX 34203,,SEATTLE,WA,98124,2064417574,,,,,,,,,,,,,,
390851641,BOARD OF TRUSTEES OF MILWAUKEE CARPENTERS DISTRICT COUNCIL HEALTH FUND,,Taft-Hartley Trust,"2,901",1,"N25W23055 PAUL ROAD, SUITE 2",,PEWAUKEE,WI,53072,2629705790,,,,,,,,,,,,,,
231527636,LABORERS DISTRICT COUNCIL HEAVY,,Taft-Hartley Trust,"2,900",1,PO BOX 37003,,PHILADELPHIA,PA,19122,2157654633,,,,,,,,,,,,,,
237100845,SOUTHEAST LABORERS HEALTH FUND,,Taft-Hartley Trust,"2,894",1,P.O. BOX 1449,,GOODLETTSVILLE,TN,37070,6158590131,,,,,,,,,,,,,,
910219435,BOEING EMPLOYEES CREDIT UNION,,Taft-Hartley Trust,"2,892",1,12770 GATEWAY DRIVE,,TUKWILA,WA,98168,2064395700,,,,,,,,,,,,,,
870112641,ASSOCIATED GENERAL CONTRACTORS OF UTAH,,Taft-Hartley Trust,"2,891",1,2207 W. 1070 W.,,SALT LAKE CITY,UT,84119,8013632753,,,,,,,,,,,,,,
60416470,KNIGHTS OF COLUMBUS SUPREME COUNCIL,,Taft-Hartley Trust,"2,885",2,1 COLUMBUS PLAZA,,NEW HAVEN,CT,65103,2037524000,,,,,,,,,,,,,,
223124162,MOHAWK VALLEY HEALTH SYSTEM,,Taft-Hartley Trust,"2,883",1,1724 BURRSTONE ROAD,,NEW HARTFORD,NY,13413,3156246197,,,,,,,,,,,,,,
42167074,PIPEFITTERS UNION LOCAL NO. 537,HEALTH AND WELFARE FUND,Taft-Hartley Trust,"2,880",1,"40 ENTERPRISE STREET, SUITE 463",,DORCHESTER,MA,21251,6177875550,,,,,,,,,,,,,,
300217152,"H&W COMMITTEE OF LOCAL 99, H&W FUND",,Taft-Hartley Trust,"2,860",1,703 MCCARTER HIGHWAY,,NEWARK,NJ,7102,9737356464,,,,,,,,,,,,,,
464009440,"O'NEAL INDUSTRIES, INC.",,Taft-Hartley Trust,"2,850",1,2311 HIGHLAND AVENUE SOUTH,,BIRMINGHAM,AL,35205,2055998347,,,,,,,,,,,,,,
